INDEX_NAME,INDEX_REGION,LONG,SAMPLEID,TAXAID,N_TAXA,EXCLUDE,NONTARGET,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,TOLVAL,LIFE_CYCLE
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010003,Polycentropus,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Polycentropodidae,,,Polycentropus,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010003,Polypedilum flavum,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010003,Polypedilum tritum,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010003,Rheotanytarsus exiguus group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010003,Rheotanytarsus pellucidus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010003,Stempellinella,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Stempellinella,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010003,Stenochironomus,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Stenochironomus,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010003,Tanytarsus,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Tanytarsus,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010003,Thienemannimyia group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Thienemannimyia,,
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Baetidae,1,TRUE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Brachycentrus,2,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Brachycentridae,,,Brachycentrus,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Caecidotea,2,FALSE,FALSE,Arthropoda,Malacostraca,Isopoda,Asellidae,,,Caecidotea,8,
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Calopterygidae,4,FALSE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Cheumatopsyche,2,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Cheumatopsyche,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Crangonyx,18,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,,,Crangonyx,8,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Dubiraphia,2,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Dubiraphia,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Gammarus,45,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,,Gammarus,8,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Glossiphonia complanata,1,FALSE,FALSE,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,,,Glossiphonia,,
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Heterocloeon,2,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Heterocloeon,,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Limnophyes,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Limnophyes,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Macronychus glabratus,3,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Macronychus,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Notonecta,1,FALSE,TRUE,Arthropoda,Insecta,Hemiptera,Notonectidae,,,Notonecta,,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Parametriocnemus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Parametriocnemus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Paratanytarsus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Physidae,1,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Physidae,,,,8,
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Pisidiidae,1,FALSE,FALSE,Mollusca,Bivalvia,Veneroida,Pisidiidae,,,,,
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Polypedilum flavum,7,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Polypedilum illinoense group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Rheotanytarsus exiguus group,4,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Rheotanytarsus pellucidus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.24471208,2010004,Stempellinella,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Stempellinella,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Aeshnidae,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Aeshnidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Amnicolidae,9,FALSE,FALSE,Mollusca,Gastropoda,Littorinimorpha,Amnicolidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Ancylidae,1,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Ancylidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Ancyronyx variegatus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Ancyronyx,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Baetidae,2,TRUE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Brachycentrus,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Brachycentridae,,,Brachycentrus,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Caecidotea,1,FALSE,FALSE,Arthropoda,Malacostraca,Isopoda,Asellidae,,,Caecidotea,8,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Calopterygidae,3,TRUE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Calopteryx,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,Calopteryx,5,semi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Coenagrionidae,10,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Gammarus,33,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,,Gammarus,8,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Haliplus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Haliplidae,,,Haliplus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Heptageniidae,1,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Heterocloeon,4,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Heterocloeon,,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Hyalella,2,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,,,Hyalella,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Labiobaetis,1,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Labiobaetis,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Lepidostoma,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,,,Lepidostoma,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Macronychus glabratus,5,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Macronychus,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Microtendipes rydalensis group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Parapoynx,2,FALSE,FALSE,Arthropoda,Insecta,Lepidoptera,Crambidae,Acentropinae,Nymphulini,Parapoynx,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Physidae,2,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Physidae,,,,8,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Polypedilum flavum,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Polypedilum illinoense group,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Polypedilum scalaenum group,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Rheotanytarsus exiguus group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Rheotanytarsus pellucidus,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Thienemanniella,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Thienemanniella,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Thienemannimyia group,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Thienemannimyia,,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Triaenodes,3,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Triaenodes,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.A,Trombidiformes,1,FALSE,FALSE,Arthropoda,Arachnida,Trombidiformes,,,,,,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Aeshnidae,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Aeshnidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Amnicolidae,5,FALSE,FALSE,Mollusca,Gastropoda,Littorinimorpha,Amnicolidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Ancyronyx variegatus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Ancyronyx,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Calopterygidae,6,FALSE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Coenagrionidae,13,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Dubiraphia,7,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Dubiraphia,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Gammarus,48,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,,Gammarus,8,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Heptageniidae,1,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Heterocloeon,4,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Heterocloeon,,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Hyalella,1,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,,,Hyalella,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Lymnaeidae,1,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,,,,8,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Macronychus glabratus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Macronychus,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Parapoynx,3,FALSE,FALSE,Arthropoda,Insecta,Lepidoptera,Crambidae,Acentropinae,Nymphulini,Parapoynx,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Pentaneura,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Pentaneura,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Polypedilum flavum,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Polypedilum illinoense group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Rheotanytarsus pellucidus,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Stenelmis,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Stenelmis,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.B,Thienemannimyia group,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Thienemannimyia,,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Amnicolidae,10,FALSE,FALSE,Mollusca,Gastropoda,Littorinimorpha,Amnicolidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Ancyronyx variegatus,2,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Ancyronyx,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Calopterygidae,2,TRUE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Calopteryx,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,Calopteryx,5,semi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Coenagrionidae,5,TRUE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Crangonyx,1,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,,,Crangonyx,8,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Gammarus,52,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,,Gammarus,8,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Heterocloeon,2,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Heterocloeon,,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Hygrobates,1,FALSE,FALSE,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,,,Hygrobates,8,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Ischnura,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,Ischnura,8,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Lepidostoma,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,,,Lepidostoma,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Leptoceridae,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Macronychus glabratus,3,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Macronychus,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Microtendipes rydalensis group,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Neoplea,1,FALSE,TRUE,Arthropoda,Insecta,Hemiptera,Pleidae,,,Neoplea,,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Parapoynx,1,FALSE,FALSE,Arthropoda,Insecta,Lepidoptera,Crambidae,Acentropinae,Nymphulini,Parapoynx,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Pentaneura,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Pentaneura,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Polycentropus,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Polycentropodidae,,,Polycentropus,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Polypedilum flavum,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Polypedilum illinoense group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Rheotanytarsus exiguus group,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Rheotanytarsus pellucidus,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Stenelmis,2,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Stenelmis,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010005.C,Thienemanniella,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Thienemanniella,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Amnicolidae,7,FALSE,FALSE,Mollusca,Gastropoda,Littorinimorpha,Amnicolidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Anopheles,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Culicidae,,,Anopheles,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Baetidae,2,TRUE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Caecidotea,3,FALSE,FALSE,Arthropoda,Malacostraca,Isopoda,Asellidae,,,Caecidotea,8,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Calopterygidae,2,TRUE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Calopteryx,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,Calopteryx,5,semi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Coenagrionidae,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Corynoneura,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Corynoneura,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Ephydridae,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Ephydridae,,,,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Gammarus,64,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,,Gammarus,8,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Heterocloeon,1,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Heterocloeon,,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Hyalella,3,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,,,Hyalella,5,multi
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Labiobaetis,1,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Labiobaetis,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Macronychus glabratus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Macronychus,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Mystacides,2,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Mystacides,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Oecetis,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Oecetis,5,uni
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Parapoynx,2,FALSE,FALSE,Arthropoda,Insecta,Lepidoptera,Crambidae,Acentropinae,Nymphulini,Parapoynx,5,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Physidae,1,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Physidae,,,,8,
MassDEP_2020_Bugs,LowGradientIBI,-71.16789529,2010006,Placobdella,1,FALSE,FALSE,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,,,Placobdella,,
