INDEX_NAME,INDEX_REGION,LAT,LONG,STATIONID,SAMPLEID,COLLDATE,COLLMETH,TAXAID,N_TAXA,EXCLUDE,NONTARGET,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,TOLVAL,FFG,LIFE_CYCLE
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Gomphidae,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Gomphidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Lumbriculidae,1,FALSE,FALSE,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Macronychus glabratus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Macronychus,5,SH,uni
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Microtendipes pedellus group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,5,CF,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Microtendipes rydalensis group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,5,CF,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Mystacides,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Mystacides,5,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Paratanytarsus,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Physidae,7,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Physidae,,,,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Pisidiidae,4,FALSE,FALSE,Mollusca,Bivalvia,Veneroida,Pisidiidae,,,,,CF,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Polycentropus,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Polycentropodidae,,,Polycentropus,5,PR,uni
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Polypedilum flavum,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Polypedilum tritum,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Rheotanytarsus exiguus group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Rheotanytarsus pellucidus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Stempellinella,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Stempellinella,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Stenochironomus,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Stenochironomus,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Tanytarsus,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Tanytarsus,5,CF,uni
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010003,7/7/2010,RBP multihab,Thienemannimyia group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Thienemannimyia,,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Baetidae,1,TRUE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Brachycentrus,2,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Brachycentridae,,,Brachycentrus,5,CF,uni
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Caecidotea,2,FALSE,FALSE,Arthropoda,Malacostraca,Isopoda,Asellidae,,,Caecidotea,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Calopterygidae,4,FALSE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Cheumatopsyche,2,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Cheumatopsyche,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Crangonyx,18,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,,,Crangonyx,8,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Dubiraphia,2,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Dubiraphia,5,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Gammarus,45,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,,Gammarus,8,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Glossiphonia complanata,1,FALSE,FALSE,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,,,Glossiphonia,,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Heterocloeon,2,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Heterocloeon,,SC,multi
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Limnophyes,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Limnophyes,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Macronychus glabratus,3,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Macronychus,5,SH,uni
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Notonecta,1,FALSE,TRUE,Arthropoda,Insecta,Hemiptera,Notonectidae,,,Notonecta,,PR,multi
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Parametriocnemus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Parametriocnemus,5,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Paratanytarsus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Physidae,1,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Physidae,,,,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Pisidiidae,1,FALSE,FALSE,Mollusca,Bivalvia,Veneroida,Pisidiidae,,,,,CF,
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Polypedilum flavum,7,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Polypedilum illinoense group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Rheotanytarsus exiguus group,4,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Rheotanytarsus pellucidus,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,42.51707907,-71.24471208,B0685,2010004,7/7/2010,RBP multihab,Stempellinella,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Stempellinella,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Aeshnidae,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Aeshnidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Amnicolidae,9,FALSE,FALSE,Mollusca,Gastropoda,Littorinimorpha,Amnicolidae,,,,5,SC,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Ancylidae,1,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Ancylidae,,,,5,SC,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Ancyronyx variegatus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Ancyronyx,5,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Baetidae,2,TRUE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Brachycentrus,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Brachycentridae,,,Brachycentrus,5,CF,uni
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Caecidotea,1,FALSE,FALSE,Arthropoda,Malacostraca,Isopoda,Asellidae,,,Caecidotea,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Calopterygidae,3,TRUE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Calopteryx,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,Calopteryx,5,PR,semi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Coenagrionidae,10,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Gammarus,33,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,,Gammarus,8,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Haliplus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Haliplidae,,,Haliplus,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Heptageniidae,1,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,,5,SC,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Heterocloeon,4,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Heterocloeon,,SC,multi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Hyalella,2,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,,,Hyalella,5,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Labiobaetis,1,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Labiobaetis,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Lepidostoma,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,,,Lepidostoma,5,SH,uni
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Macronychus glabratus,5,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Macronychus,5,SH,uni
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Microtendipes rydalensis group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,5,CF,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Parapoynx,2,FALSE,FALSE,Arthropoda,Insecta,Lepidoptera,Crambidae,Acentropinae,Nymphulini,Parapoynx,5,SH,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Physidae,2,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Physidae,,,,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Polypedilum flavum,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Polypedilum illinoense group,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Polypedilum scalaenum group,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Rheotanytarsus exiguus group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Rheotanytarsus pellucidus,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Thienemanniella,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Thienemanniella,5,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Thienemannimyia group,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Thienemannimyia,,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Triaenodes,3,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Triaenodes,5,SH,uni
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.A,7/8/2010,RBP multihab,Trombidiformes,1,FALSE,FALSE,Arthropoda,Arachnida,Trombidiformes,,,,,,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Aeshnidae,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Aeshnidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Amnicolidae,5,FALSE,FALSE,Mollusca,Gastropoda,Littorinimorpha,Amnicolidae,,,,5,SC,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Ancyronyx variegatus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Ancyronyx,5,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Calopterygidae,6,FALSE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Coenagrionidae,13,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Dubiraphia,7,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Dubiraphia,5,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Gammarus,48,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,,Gammarus,8,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Heptageniidae,1,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,,5,SC,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Heterocloeon,4,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Heterocloeon,,SC,multi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Hyalella,1,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,,,Hyalella,5,CG,multi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Lymnaeidae,1,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,,,,8,CG,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Macronychus glabratus,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Macronychus,5,SH,uni
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Parapoynx,3,FALSE,FALSE,Arthropoda,Insecta,Lepidoptera,Crambidae,Acentropinae,Nymphulini,Parapoynx,5,SH,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Pentaneura,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Pentaneura,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Polypedilum flavum,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Polypedilum illinoense group,1,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,multi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Rheotanytarsus pellucidus,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,5,CF,multi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Stenelmis,1,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Stenelmis,5,SC,uni
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.B,7/8/2010,RBP multihab,Thienemannimyia group,3,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Thienemannimyia,,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.C,7/8/2010,RBP multihab,Amnicolidae,10,FALSE,FALSE,Mollusca,Gastropoda,Littorinimorpha,Amnicolidae,,,,5,SC,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.C,7/8/2010,RBP multihab,Ancyronyx variegatus,2,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Ancyronyx,5,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.C,7/8/2010,RBP multihab,Calopterygidae,2,TRUE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.C,7/8/2010,RBP multihab,Calopteryx,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Calopterygidae,,,Calopteryx,5,PR,semi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.C,7/8/2010,RBP multihab,Coenagrionidae,5,TRUE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,5,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.C,7/8/2010,RBP multihab,Crangonyx,1,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,,,Crangonyx,8,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.C,7/8/2010,RBP multihab,Gammarus,52,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Gammaridae,,,Gammarus,8,CG,uni
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.C,7/8/2010,RBP multihab,Heterocloeon,2,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Heterocloeon,,SC,multi
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.C,7/8/2010,RBP multihab,Hygrobates,1,FALSE,FALSE,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,,,Hygrobates,8,PR,
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.C,7/8/2010,RBP multihab,Ischnura,1,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,Ischnura,8,PR,uni
MassDEP_2020_Bugs,LowGradientIBI,42.61704681,-71.16789529,B0680,2010005.C,7/8/2010,RBP multihab,Lepidostoma,1,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,,,Lepidostoma,5,SH,uni
